s,curvature,elevation,grade,bank_angle,dz_ds
0.0,0.0,0.0,0.01923174708043006,0.0,0.019234118449866285
2.0,0.0,0.03846823689973257,0.019231380360979374,0.0001790396576190139,0.019233751594749843
4.0,0.0,0.07693500637899937,0.01923028022297267,0.0003580746050760117,0.019232651049784454
6.0,0.0,0.11539884109887039,0.01922844672744481,0.0005371001323328919,0.019230816876120684
8.0,0.0,0.1538582738834821,0.0192258799761166,0.000716111529599379,0.019228249175672153
10.0,0.0,0.192311837801559,0.01922258011138891,0.0008951040874569281,0.019224948091109556
12.0,0.0,0.23075806624792033,0.01921854731633438,0.0010740730969826201,0.01922091380585226
14.0,0.0,0.26919549302496804,0.019213781814686755,0.0012530138498730438,0.019216146544057525
16.0,0.0,0.30762265242415043,0.019208283870827927,0.0014319216385681615,0.01921064657060738
18.0,0.0,0.34603807930739755,0.019202053789772525,0.0016107917563751542,0.01920441419109299
20.0,0.0,0.3844403091885224,0.019195091917150155,0.001789619497592248,0.019197449751796714
22.0,0.0,0.4228278783145844,0.019187398639185404,0.0019684001576325064,0.01918975363967182
24.0,0.0,0.4611993237472097,0.019178974382675254,0.002147129033147603,0.01918132628231964
26.0,0.0,0.49955318344386296,0.019169819614964348,0.0023258014221515543,0.019172168147964505
28.0,0.0,0.5378879963390677,0.019159934843917887,0.0025044126241444194,0.019162279745426322
30.0,0.0,0.5762023024255682,0.01914932061789193,0.0026829579402359613,0.019151661624090488
32.0,0.0,0.6144946428354296,0.01913797752570154,0.002861432673269264,0.019140314373875644
34.0,0.0,0.6527635599210708,0.019125906196586676,0.003039832127944305,0.019128238625199134
36.0,0.0,0.6910075973362262,0.019113107300175642,0.0032181516109414804,0.019115435048940005
38.0,0.0,0.7292253001168308,0.019099581546445876,0.003396386431045074,0.019101904356399302
40.0,0.0,0.7674152147618234,0.019085329685682786,0.003574531899266676,0.01908764729925841
42.0,0.0,0.8055758893138645,0.019070352508436323,0.003752583328968538,0.019072664669535055
44.0,0.0,0.8437058734399636,0.01905465084547475,0.003930536035986871,0.019056957299536548
46.0,0.0,0.8818037185120107,0.019038225567736496,0.0041083853387550735,0.019040526061811003
48.0,0.0,0.9198679776872076,0.019021077586279328,0.004286126558426898,0.019023371869095917
50.0,0.0,0.9578972059883943,0.01900320785222751,0.004463755018999536,0.019005495674264655
52.0,0.0,0.9958899603842662,0.018984617356716464,0.00464126604743664,0.018986898470270464
54.0,0.0,1.0338447998694762,0.018965307130835246,0.0048186549737912554,0.018967581290088215
56.0,0.0,1.071760285544619,0.018945278245566154,0.004995917131328683,0.018947545206653316
58.0,0.0,1.1096349806960895,0.018924531811722864,0.0051730478566492455,0.018926791332799064
60.0,0.0,1.1474674508758154,0.01890306897988576,0.0053500424898109775,0.01890532082119123
62.0,0.0,1.1852562639808544,0.018880890940334846,0.005526896374452213,0.01888313486426013
64.0,0.0,1.222999990332856,0.01885799892298058,0.005703604857914091,0.018860234694130673
66.0,0.0,1.260697202757377,0.01883439419729225,0.005880163291362948,0.01883662158254984
68.0,0.0,1.2983464766630552,0.018810078072224436,0.0060565670299126345,0.018812296840812315
70.0,0.0,1.3359463901206263,0.018785051896140277,0.006232811432746694,0.01878726181968282
72.0,0.0,1.3734955239417865,0.01875931705673361,0.006408891863240466,0.01876151790931735
74.0,0.0,1.4109924617578957,0.018732874980947972,0.0065848036890830625,0.018735066539181222
76.0,0.0,1.4484357900985114,0.01870572713489344,0.006760542282399234,0.018707909177964943
78.0,0.0,1.4858240984697555,0.018677875023761753,0.006936103019871117,0.018680047333498373
80.0,0.0,1.523155979432505,0.018649320191738334,0.007111481282859872,0.01865148255266169
82.0,0.0,1.5604300286804023,0.0186200642219123,0.007286672457527177,0.018622216421294413
84.0,0.0,1.5976448451176826,0.018590108736184656,0.007461671934956621,0.01859225056410252
86.0,0.0,1.6347990309368123,0.018559455395174104,0.007636475111274949,0.0185615866445632
88.0,0.0,1.6718911916959354,0.01852810589812001,0.007811077387773179,0.018530226364826707
90.0,0.0,1.7089199363961192,0.018496061982783387,0.007985474171027589,0.018498171465616275
92.0,0.0,1.7458838775584005,0.01846332542534615,0.008159660873020558,0.018465423726126196
94.0,0.0,1.782781631300624,0.018429898040307417,0.008333632911261263,0.018431984963917014
96.0,0.0,1.8196118174140685,0.01839578168037801,0.008507385708906244,0.01839785703480884
